[2026-08-11T11:27:33.027Z] COMPANY: "Aegis Logistics Ltd" | QUERIES: ["Aegis Logistics Ltd" official website] | CANDIDATES: [https://aegislogistics.com] | SELECTED: "https://aegislogistics.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T15:51:23.495Z] COMPANY: "Morarka Finance Ltd" | QUERIES: ["Morarka Finance Ltd" official website] | CANDIDATES: [https://morarkafinance.in] | SELECTED: "https://morarkafinance.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T15:51:24.712Z] COMPANY: "Monarch Networth Capital Ltd" | QUERIES: ["Monarch Networth Capital Ltd" official website] | CANDIDATES: [https://mnclgroup.com] | SELECTED: "https://mnclgroup.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T15:51:59.636Z] COMPANY: "Pro Fin Capital Services Ltd" | QUERIES: ["Pro Fin Capital Services Ltd" official website] | CANDIDATES: [https://profinance.ru] | SELECTED: "https://profinance.ru" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T15:54:21.092Z] COMPANY: "Crescentis Capital Ltd" | QUERIES: ["Crescentis Capital Ltd" official website] | CANDIDATES: [https://crescentisland.co] | SELECTED: "https://crescentisland.co" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T15:54:36.689Z] COMPANY: "Mantra Capital Ltd" | QUERIES: ["Mantra Capital Ltd" official website] | CANDIDATES: [https://mantracapital.uk] | SELECTED: "https://mantracapital.uk" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T15:54:43.625Z] COMPANY: "Avonmore Capital & Management Services Ltd" | QUERIES: ["Avonmore Capital & Management Services Ltd" official website] | CANDIDATES: [https://avonmorecapital.in] | SELECTED: "https://avonmorecapital.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T15:57:09.031Z] COMPANY: "Libord Finance Ltd" | QUERIES: ["Libord Finance Ltd" official website] | CANDIDATES: [https://libordbroking.com] | SELECTED: "https://libordbroking.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T15:57:28.420Z] COMPANY: "Yash Management & Satellite Ltd" | QUERIES: ["Yash Management & Satellite Ltd" official website] | CANDIDATES: [https://halliganlofts.com] | SELECTED: "https://halliganlofts.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T15:57:46.738Z] COMPANY: "ISL Consulting Ltd" | QUERIES: ["ISL Consulting Ltd" official website] | CANDIDATES: [https://islconsulting.in] | SELECTED: "https://islconsulting.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T16:00:06.182Z] COMPANY: "Sugal & Damani Share Brokers Ltd" | QUERIES: ["Sugal & Damani Share Brokers Ltd" official website] | CANDIDATES: [https://sugaldamani.com] | SELECTED: "https://sugaldamani.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T16:02:25.406Z] COMPANY: "Nettlinx Ltd" | QUERIES: ["Nettlinx Ltd" official website] | CANDIDATES: [https://nettlinx.com] | SELECTED: "https://nettlinx.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T16:02:48.851Z] COMPANY: "BGIL Films & Technologies Ltd" | QUERIES: ["BGIL Films & Technologies Ltd" official website] | CANDIDATES: [https://bgilfilms.com] | SELECTED: "https://bgilfilms.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T16:02:49.300Z] COMPANY: "Scan Steels Ltd" | QUERIES: ["Scan Steels Ltd" official website] | CANDIDATES: [https://scansteels.com] | SELECTED: "https://scansteels.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T16:03:09.379Z] COMPANY: "GIC Housing Finance Ltd" | QUERIES: ["GIC Housing Finance Ltd" official website] | CANDIDATES: [https://gichfindia.com] | SELECTED: "https://gichfindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T16:03:11.676Z] COMPANY: "Ajcon Global Services Ltd" | QUERIES: ["Ajcon Global Services Ltd" official website] | CANDIDATES: [https://ajcononline.com] | SELECTED: "https://ajcononline.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T16:03:18.041Z] COMPANY: "Chartered Capital & Investment Ltd" | QUERIES: ["Chartered Capital & Investment Ltd" official website] | CANDIDATES: [https://charteredcapital.net] | SELECTED: "https://charteredcapital.net" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T16:03:25.986Z] COMPANY: "YOGI Ltd" | QUERIES: ["YOGI Ltd" official website] | CANDIDATES: [https://yogi24.co.uk] | SELECTED: "https://yogi24.co.uk" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T16:03:52.367Z] COMPANY: "Relic Technologies Ltd" | QUERIES: ["Relic Technologies Ltd" official website] | CANDIDATES: [https://relicradio.com] | SELECTED: "https://relicradio.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
