Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"287","Unassigned","Balaji Telefilms Limited","https://balajitelefilms.com","Yes","Yes","Yes","22","22","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Balaji_Telefilms_Limited/screenshots/Balaji_Telefilms_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@balajitelefilms.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@balajitelefilms.com"
"288","Unassigned","Balkrishna Industries Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Balkrishna_Industries_Limited/screenshots/Balkrishna_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"289","Unassigned","Balkrishna Paper Mills Limited","https://bpml.in","Yes","Yes","Yes","19","19","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Balkrishna_Paper_Mills_Limited/screenshots/Balkrishna_Paper_Mills_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","support@purvashare.com","General Contact Email","Accessibility & Nodal Officer","support@purvashare.com"
"290","Unassigned","Balmer Lawrie Investments Limited","https://blinv.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Balmer_Lawrie_Investments_Limited/screenshots/Balmer_Lawrie_Investments_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"291","Unassigned","Balmer Lawrie & Company Limited","https://balmerlawrie.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Balmer_Lawrie___Company_Limited/screenshots/Balmer_Lawrie___Company_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"292","Unassigned","Balrampur Chini Mills Limited","https://chini.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Balrampur_Chini_Mills_Limited/screenshots/Balrampur_Chini_Mills_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@chini.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@chini.com"
"293","Unassigned","Balu Forge Industries Limited","https://baluindustries.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Balu_Forge_Industries_Limited/screenshots/Balu_Forge_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"294","Unassigned","Banaras Beads Limited","https://banarasbead.com","Yes","Yes","Yes","41","41","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Banaras_Beads_Limited/screenshots/Banaras_Beads_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@banarasbead.com","General Contact Email","Accessibility & Nodal Officer","info@banarasbead.com"
"295","Unassigned","Banco Products (I) Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Banco_Products__I__Limited/screenshots/Banco_Products__I__Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"296","Unassigned","Bandhan Bank Limited","https://bandhanbank.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bandhan_Bank_Limited/screenshots/Bandhan_Bank_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"297","Unassigned","Bang Overseas Limited","https://banggroup.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bang_Overseas_Limited/screenshots/Bang_Overseas_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"298","Unassigned","Bank of Baroda","https://bankofbaroda.in","Yes","Yes","Yes","10","10","60","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bank_of_Baroda/screenshots/Bank_of_Baroda_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@bankofbaroda.in","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@bankofbaroda.in"
"299","Unassigned","Bank of India","https://bankofindia.co.in","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bank_of_India/screenshots/Bank_of_India_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"300","Unassigned","Banka BioLoo Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Banka_BioLoo_Limited/screenshots/Banka_BioLoo_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"301","Unassigned","Bannari Amman Spinning Mills Limited","https://bannarimills.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bannari_Amman_Spinning_Mills_Limited/screenshots/Bannari_Amman_Spinning_Mills_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"302","Unassigned","Bannari Amman Sugars Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bannari_Amman_Sugars_Limited/screenshots/Bannari_Amman_Sugars_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"303","Unassigned","Bansal Wire Industries Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bansal_Wire_Industries_Limited/screenshots/Bansal_Wire_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"304","Unassigned","Banswara Syntex Limited","https://banswarasyntex.com","Yes","Yes","Yes","21","21","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Banswara_Syntex_Limited/screenshots/Banswara_Syntex_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@banswarasyntex.com","General Contact Email","Accessibility & Nodal Officer","info@banswarasyntex.com"
"305","Unassigned","Barak Valley Cements Limited","https://barakcement.com","Yes","Yes","Yes","12","12","52","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Barak_Valley_Cements_Limited/screenshots/Barak_Valley_Cements_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","delhi@barakcement.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","delhi@barakcement.com"
"306","Unassigned","Bata India Limited","https://batalp.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bata_India_Limited/screenshots/Bata_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"307","Unassigned","Batliboi Limited","https://batliboi.com","Yes","Yes","Yes","17","17","32","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Batliboi_Limited/screenshots/Batliboi_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@batliboi.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@batliboi.com"
"308","Unassigned","Bayer Cropscience Limited","https://bayer.rs","Yes","Yes","Yes","1","1","96","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bayer_Cropscience_Limited/screenshots/Bayer_Cropscience_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@bayer.rs","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@bayer.rs"
"309","Unassigned","Bcl Industries Limited","https://bcl.ind.in","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bcl_Industries_Limited/screenshots/Bcl_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"310","Unassigned","Beardsell Limited","https://beardsell.co.in","Yes","Yes","Yes","91","91","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Beardsell_Limited/screenshots/Beardsell_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","sales@beardsell.co.in","General Contact Email","Accessibility & Nodal Officer","sales@beardsell.co.in"
"311","Unassigned","Bedmutha Industries Limited","https://bedmutha.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bedmutha_Industries_Limited/screenshots/Bedmutha_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@bedmutha.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@bedmutha.com"
"312","Unassigned","Beekay Steel Industries Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Beekay_Steel_Industries_Limited/screenshots/Beekay_Steel_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"313","Unassigned","Bella Casa Fashion & Retail Limited","https://bellacasaretail.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bella_Casa_Fashion___Retail_Limited/screenshots/Bella_Casa_Fashion___Retail_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@bellacasaretail.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@bellacasaretail.com"
"314","Unassigned","Belrise Industries Limited","https://belriseindustries.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Belrise_Industries_Limited/screenshots/Belrise_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"315","Unassigned","Bengal & Assam Company Limited","https://bengals.com","Yes","Yes","Yes","4","4","84","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bengal___Assam_Company_Limited/screenshots/Bengal___Assam_Company_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@bengals.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@bengals.com"
"316","Unassigned","Berger Paints (I) Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Berger_Paints__I__Limited/screenshots/Berger_Paints__I__Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"317","Unassigned","Best Agrolife Limited","https://bestagrolife.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Best_Agrolife_Limited/screenshots/Best_Agrolife_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"318","Unassigned","Beta Drugs Limited","https://betadrugslimited.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Beta_Drugs_Limited/screenshots/Beta_Drugs_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"319","Unassigned","Bhageria Industries Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Bhageria_Industries_Limited/screenshots/Bhageria_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
