[2026-08-06T19:36:05.244Z] COMPANY: "20 Microns Limited" | QUERIES: ["20 Microns Limited" official website] | CANDIDATES: [https://20microns.com] | SELECTED: "https://20microns.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:07:22.679Z] COMPANY: "Bhagiradha Chemicals & Industries Limited" | QUERIES: ["Bhagiradha Chemicals & Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:07:30.104Z] COMPANY: "Bhageria Industries Limited" | QUERIES: ["Bhageria Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:07:34.812Z] COMPANY: "Bhagyanagar India Limited" | QUERIES: ["Bhagyanagar India Limited" official website] | CANDIDATES: [https://bhagyanagarindia.com] | SELECTED: "https://bhagyanagarindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:09:22.437Z] COMPANY: "Bhandari Hosiery Exports Limited" | QUERIES: ["Bhandari Hosiery Exports Limited" official website] | CANDIDATES: [https://bhandariexport.com] | SELECTED: "https://bhandariexport.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:09:28.062Z] COMPANY: "Bharat Coking Coal Limited" | QUERIES: ["Bharat Coking Coal Limited" official website] | CANDIDATES: [https://bcclweb.in] | SELECTED: "https://bcclweb.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:09:34.591Z] COMPANY: "Bharat Forge Limited" | QUERIES: ["Bharat Forge Limited" official website] | CANDIDATES: [https://bharatforge.com] | SELECTED: "https://bharatforge.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:09:35.924Z] COMPANY: "Bharat Gears Limited" | QUERIES: ["Bharat Gears Limited" official website] | CANDIDATES: [https://bharatgears.com] | SELECTED: "https://bharatgears.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:09:36.771Z] COMPANY: "Bharat Rasayan Limited" | QUERIES: ["Bharat Rasayan Limited" official website] | CANDIDATES: [https://brl.in] | SELECTED: "https://brl.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:09:43.896Z] COMPANY: "Bharat Seats Limited" | QUERIES: ["Bharat Seats Limited" official website] | CANDIDATES: [https://bharatseats.com] | SELECTED: "https://bharatseats.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:09:56.895Z] COMPANY: "Bharat Wire Ropes Limited" | QUERIES: ["Bharat Wire Ropes Limited" official website] | CANDIDATES: [https://bharatwireropes.com] | SELECTED: "https://bharatwireropes.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:09:58.637Z] COMPANY: "Bharti Airtel Limited" | QUERIES: ["Bharti Airtel Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:10:04.310Z] COMPANY: "Bharti Hexacom Limited" | QUERIES: ["Bharti Hexacom Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:10:12.163Z] COMPANY: "Bharat Heavy Electricals Limited" | QUERIES: ["Bharat Heavy Electricals Limited" official website] | CANDIDATES: [https://bhel.com] | SELECTED: "https://bhel.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:10:34.375Z] COMPANY: "Bilcare Limited" | QUERIES: ["Bilcare Limited" official website] | CANDIDATES: [https://bilcare.com] | SELECTED: "https://bilcare.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:10:47.503Z] COMPANY: "Bigbloc Construction Limited" | QUERIES: ["Bigbloc Construction Limited" official website] | CANDIDATES: [https://bigbloc.in] | SELECTED: "https://bigbloc.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:06.594Z] COMPANY: "Bikaji Foods International Limited" | QUERIES: ["Bikaji Foods International Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:12.190Z] COMPANY: "Bhartiya International Limited" | QUERIES: ["Bhartiya International Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:18.912Z] COMPANY: "BIL VYAPAR LIMITED" | QUERIES: ["BIL VYAPAR LIMITED" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:23.522Z] COMPANY: "Bimetal Bearings Limited" | QUERIES: ["Bimetal Bearings Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:31.225Z] COMPANY: "Biocon Limited" | QUERIES: ["Biocon Limited" official website] | CANDIDATES: [https://bioconductor.org] | SELECTED: "https://bioconductor.org" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:32.194Z] COMPANY: "Biofil Chemicals & Pharmaceuticals Limited" | QUERIES: ["Biofil Chemicals & Pharmaceuticals Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:39.119Z] COMPANY: "Birla Cable Limited" | QUERIES: ["Birla Cable Limited" official website] | CANDIDATES: [https://birlacable.com] | SELECTED: "https://birlacable.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:50.777Z] COMPANY: "Birla Corporation Limited" | QUERIES: ["Birla Corporation Limited" official website] | CANDIDATES: [https://birlasoft.com] | SELECTED: "https://birlasoft.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:52.389Z] COMPANY: "Aditya Birla Money Limited" | QUERIES: ["Aditya Birla Money Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:13:57.595Z] COMPANY: "BirlaNu Limited" | QUERIES: ["BirlaNu Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:05.525Z] COMPANY: "Birla Precision Technologies Limited" | QUERIES: ["Birla Precision Technologies Limited" official website] | CANDIDATES: [https://birlaprecision.com] | SELECTED: "https://birlaprecision.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:06.005Z] COMPANY: "BLACKBUCK LIMITED" | QUERIES: ["BLACKBUCK LIMITED" official website] | CANDIDATES: [https://blackbuck.com] | SELECTED: "https://blackbuck.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:06.671Z] COMPANY: "Black Rose Inds. Limited" | QUERIES: ["Black Rose Inds. Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:14.196Z] COMPANY: "BEML Land Assets Limited" | QUERIES: ["BEML Land Assets Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:20.973Z] COMPANY: "BLB Limited" | QUERIES: ["BLB Limited" official website] | CANDIDATES: [https://blblimited.com] | SELECTED: "https://blblimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:22.219Z] COMPANY: "Balmer Lawrie Investments Limited" | QUERIES: ["Balmer Lawrie Investments Limited" official website] | CANDIDATES: [https://blinv.com] | SELECTED: "https://blinv.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:23.140Z] COMPANY: "Bliss GVS Pharma Limited" | QUERIES: ["Bliss GVS Pharma Limited" official website] | CANDIDATES: [https://blissgvs.com] | SELECTED: "https://blissgvs.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:30.136Z] COMPANY: "B. L. Kashyap and Sons Limited" | QUERIES: ["B. L. Kashyap and Sons Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:37.896Z] COMPANY: "BLS International Services Limited" | QUERIES: ["BLS International Services Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:43.157Z] COMPANY: "BLS E-Services Limited" | QUERIES: ["BLS E-Services Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:14:47.858Z] COMPANY: "Blue Chip India Limited" | QUERIES: ["Blue Chip India Limited" official website] | CANDIDATES: [https://bluechipgroup.net] | SELECTED: "https://bluechipgroup.net" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:15:03.841Z] COMPANY: "Blue Coast Hotels Limited" | QUERIES: ["Blue Coast Hotels Limited" official website] | CANDIDATES: [https://bluecoast.in] | SELECTED: "https://bluecoast.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:15:15.539Z] COMPANY: "Blue Dart Express Limited" | QUERIES: ["Blue Dart Express Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:15:20.894Z] COMPANY: "Blue Jet Healthcare Limited" | QUERIES: ["Blue Jet Healthcare Limited" official website] | CANDIDATES: [https://bluejethealthcare.com] | SELECTED: "https://bluejethealthcare.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:15:23.894Z] COMPANY: "Blue Star Limited" | QUERIES: ["Blue Star Limited" official website] | CANDIDATES: [https://bluestarindia.com] | SELECTED: "https://bluestarindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:15:33.538Z] COMPANY: "BlueStone Jewellery and Lifestyle Limited" | QUERIES: ["BlueStone Jewellery and Lifestyle Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:15:40.255Z] COMPANY: "Bluspring Enterprises Limited" | QUERIES: ["Bluspring Enterprises Limited" official website] | CANDIDATES: [https://bluspringhealth.com] | SELECTED: "https://bluspringhealth.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:15:48.337Z] COMPANY: "BMW Ventures Limited" | QUERIES: ["BMW Ventures Limited" official website] | CANDIDATES: [https://bmwventures.com] | SELECTED: "https://bmwventures.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:15:49.733Z] COMPANY: "BN Agrochem Limited" | QUERIES: ["BN Agrochem Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:15:56.611Z] COMPANY: "B & A Limited" | QUERIES: ["B & A Limited" official website] | CANDIDATES: [https://booking.com] | SELECTED: "https://booking.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:16:12.687Z] COMPANY: "Bodal Chemicals Limited" | QUERIES: ["Bodal Chemicals Limited" official website] | CANDIDATES: [https://bodal.com] | SELECTED: "https://bodal.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:16:25.572Z] COMPANY: "Bohra Industries Limited" | QUERIES: ["Bohra Industries Limited" official website] | CANDIDATES: [https://bohraindustries.com] | SELECTED: "https://bohraindustries.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:16:32.786Z] COMPANY: "Bombay Dyeing & Mfg Company Limited" | QUERIES: ["Bombay Dyeing & Mfg Company Limited" official website] | CANDIDATES: [https://bombaydyeing.com] | SELECTED: "https://bombaydyeing.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:16:42.948Z] COMPANY: "Bonlon Industries Limited" | QUERIES: ["Bonlon Industries Limited" official website] | CANDIDATES: [https://bonlonindustries.com] | SELECTED: "https://bonlonindustries.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:16:55.298Z] COMPANY: "Borana Weaves Limited" | QUERIES: ["Borana Weaves Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:17:03.309Z] COMPANY: "Borosil Limited" | QUERIES: ["Borosil Limited" official website] | CANDIDATES: [https://myborosil.store] | SELECTED: "https://myborosil.store" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:17:15.077Z] COMPANY: "BOROSIL RENEWABLES LIMITED" | QUERIES: ["BOROSIL RENEWABLES LIMITED" official website] | CANDIDATES: [https://borosilrenewables.com] | SELECTED: "https://borosilrenewables.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:17:26.261Z] COMPANY: "Borosil Scientific Limited" | QUERIES: ["Borosil Scientific Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:17:32.224Z] COMPANY: "BOSCH HOME COMFORT INDIA LIMITED" | QUERIES: ["BOSCH HOME COMFORT INDIA LIMITED" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:17:40.414Z] COMPANY: "Bosch Limited" | QUERIES: ["Bosch Limited" official website] | CANDIDATES: [https://bosch.com] | SELECTED: "https://bosch.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:17:48.935Z] COMPANY: "Bharat Petroleum Corporation Limited" | QUERIES: ["Bharat Petroleum Corporation Limited" official website] | CANDIDATES: [https://bharatpetroleum.in] | SELECTED: "https://bharatpetroleum.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:17:56.556Z] COMPANY: "BPL Limited" | QUERIES: ["BPL Limited" official website] | CANDIDATES: [https://bpllimited.com] | SELECTED: "https://bpllimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:17:59.157Z] COMPANY: "Brigade Enterprises Limited" | QUERIES: ["Brigade Enterprises Limited" official website] | CANDIDATES: [https://brigadegroup.com] | SELECTED: "https://brigadegroup.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:06.155Z] COMPANY: "Brigade Hotel Ventures Limited" | QUERIES: ["Brigade Hotel Ventures Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:12.818Z] COMPANY: "Britannia Industries Limited" | QUERIES: ["Britannia Industries Limited" official website] | CANDIDATES: [https://britannia.co.in] | SELECTED: "https://britannia.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:24.057Z] COMPANY: "Bharat Road Network Limited" | QUERIES: ["Bharat Road Network Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:30.440Z] COMPANY: "Brooks Laboratories Limited" | QUERIES: ["Brooks Laboratories Limited" official website] | CANDIDATES: [https://brookslabs.net] | SELECTED: "https://brookslabs.net" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:32.160Z] COMPANY: "BSE Limited" | QUERIES: ["BSE Limited" official website] | CANDIDATES: [https://bseindia.com] | SELECTED: "https://bseindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:32.373Z] COMPANY: "Bombay Super Hybrid Seeds Limited" | QUERIES: ["Bombay Super Hybrid Seeds Limited" official website] | CANDIDATES: [https://bombayhybridseeds.com] | SELECTED: "https://bombayhybridseeds.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:38.650Z] COMPANY: "BSL Limited" | QUERIES: ["BSL Limited" official website] | CANDIDATES: [https://bslshaders.com] | SELECTED: "https://bslshaders.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:42.068Z] COMPANY: "BIRLASOFT LIMITED" | QUERIES: ["BIRLASOFT LIMITED" official website] | CANDIDATES: [https://birlasoft.com] | SELECTED: "https://birlasoft.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:43.515Z] COMPANY: "Bodhi Tree Multimedia Limited" | QUERIES: ["Bodhi Tree Multimedia Limited" official website] | CANDIDATES: [https://bodhitreemultimedia.com] | SELECTED: "https://bodhitreemultimedia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:53.509Z] COMPANY: "Bhilwara Technical Textiles Limited" | QUERIES: ["Bhilwara Technical Textiles Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:18:59.850Z] COMPANY: "Shankara Buildpro Limited" | QUERIES: ["Shankara Buildpro Limited" official website] | CANDIDATES: [https://shankarabuildpro.com] | SELECTED: "https://shankarabuildpro.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:19:00.262Z] COMPANY: "Butterfly Gandhimathi Appliances Limited" | QUERIES: ["Butterfly Gandhimathi Appliances Limited" official website] | CANDIDATES: [https://butterflygalleria.com] | SELECTED: "https://butterflygalleria.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
